gender,age,height,weight,bmi,tummy,hip,breast
2,24,196,102,26.6,2,2,3
2,45,208,107,24.7,3,2,3
2,50,161,58,22.4,3,3,3
2,49,201,103,25.5,2,3,3
1,57,179,91,28.4,3,3,2
2,60,171,79,27.0,2,3,2
2,35,148,64,29.2,3,2,3
1,61,179,77,24.0,2,3,3
1,49,211,130,29.2,3,2,3
1,43,198,115,29.3,2,3,2
1,71,179,68,21.2,1,3,1
2,40,206,70,16.5,2,2,1
1,43,163,75,28.2,3,2,3
2,33,202,99,24.3,2,1,3
1,30,205,97,23.1,2,2,2
2,37,198,71,18.1,1,1,2
1,49,210,132,29.9,2,2,2
1,29,194,59,15.7,2,2,1
1,71,194,63,16.7,2,2,1
2,30,177,84,26.8,2,3,2
2,61,184,85,25.1,3,3,3
2,55,155,64,26.6,3,3,2
1,42,194,83,22.1,2,2,3
2,74,192,72,19.5,3,3,1
2,33,201,81,20.0,1,3,3
2,44,162,41,15.6,2,2,1
2,38,185,76,22.2,1,1,3
1,28,204,63,15.1,2,2,1
2,46,172,57,19.3,3,2,3
2,45,197,113,29.1,3,3,3
2,27,195,74,19.5,1,1,1
2,39,167,42,15.1,2,1,2
1,29,160,44,17.2,2,2,1
2,40,196,100,26.0,2,3,2
1,18,211,92,20.7,2,3,1
1,23,194,79,21.0,2,1,3
2,57,152,45,19.5,3,3,2
2,18,204,96,23.1,2,2,1
2,38,179,60,18.7,3,2,1
1,69,174,48,15.9,2,2,2
2,51,191,118,32.3,2,3,3
2,23,167,66,23.7,2,2,3
2,64,157,63,25.6,2,3,3
2,67,189,96,26.9,2,3,3
2,58,148,67,30.6,2,3,2
2,62,173,96,32.1,2,2,3
2,60,164,81,30.1,2,2,3
1,58,150,46,20.4,3,2,1
1,63,148,56,25.6,3,3,2
1,71,175,55,18.0,2,1,1
1,22,197,67,17.3,1,2,2
1,41,165,48,17.6,2,2,1
2,36,165,47,17.3,2,2,2
1,22,167,65,23.3,1,2,1
2,23,183,100,29.9,2,2,2
2,51,167,54,19.4,2,2,3
1,43,173,90,30.1,3,3,2
1,51,199,119,30.0,3,2,2
2,33,147,70,32.4,3,2,3
1,40,184,92,27.2,3,2,2
1,26,183,67,20.0,1,3,3
1,71,158,81,32.4,2,3,2
2,73,208,112,25.9,3,3,2
2,71,210,102,23.1,2,3,3
1,67,174,82,27.1,2,3,2
2,64,183,81,24.2,2,1,1
2,70,146,56,26.3,2,3,3
2,73,199,82,20.7,2,2,3
1,55,165,42,15.4,2,2,1
1,31,163,76,28.6,3,3,2
1,70,167,70,25.1,2,3,3
2,75,190,105,29.1,2,2,2
1,43,151,69,30.3,3,3,3
1,69,211,76,17.1,1,2,1
2,27,186,67,19.4,2,2,2
1,52,183,57,17.0,2,1,1
1,64,207,120,28.0,3,2,2
1,56,198,60,15.3,2,2,1
2,34,172,68,23.0,1,3,3
2,32,209,68,15.6,1,2,2
1,45,197,93,24.0,1,1,2
2,44,192,71,19.3,2,1,2
1,51,176,66,21.3,1,2,1
1,18,205,106,25.2,3,2,2
2,55,195,104,27.4,3,2,3
1,24,204,112,26.9,2,3,2
2,20,196,79,20.6,2,1,1
1,52,200,125,31.2,3,2,3
1,31,206,129,30.4,3,3,2
1,53,185,57,16.7,1,2,2
2,61,208,89,20.6,1,2,2
2,32,158,62,24.8,3,1,1
1,48,190,96,26.6,2,2,3
2,62,210,111,25.2,2,3,2
1,43,154,55,23.2,1,1,3
2,59,166,48,17.4,1,1,1
1,32,174,57,18.8,2,2,1
2,34,175,53,17.3,2,1,2
1,21,177,96,30.6,3,3,3
2,40,148,68,31.0,3,3,3
2,30,157,64,26.0,2,3,3
2,56,147,67,31.0,2,3,2
2,71,193,74,19.9,3,3,2
2,47,185,54,15.8,1,2,1
1,30,182,68,20.5,3,3,1
1,69,195,105,27.6,3,2,2
1,52,176,99,32.0,2,3,3
1,59,205,106,25.2,2,3,2
2,20,207,113,26.4,3,3,2
1,43,192,58,15.7,1,2,1
1,33,174,57,18.8,1,2,1
2,71,176,60,19.4,3,2,3
1,62,152,52,22.5,2,2,2
2,42,169,69,24.2,2,2,3
1,22,184,82,24.2,2,2,1
2,73,202,131,32.1,3,2,2
1,74,183,55,16.4,1,2,1
2,37,210,71,16.1,2,1,2
2,52,190,78,21.6,1,3,3
2,28,159,76,30.1,2,2,2
1,60,193,90,24.2,3,3,2
2,56,176,58,18.7,1,2,3
2,57,204,132,31.7,3,2,2
2,23,196,67,17.4,2,2,1
2,45,184,90,26.6,3,2,2
1,63,196,119,31.0,3,3,2
1,62,207,96,22.4,2,3,1
2,25,156,78,32.1,3,2,3
2,54,205,69,16.4,2,1,2
1,63,169,57,20.0,1,1,2
2,24,177,96,30.6,2,2,2
1,75,199,83,21.0,3,2,1
1,55,150,66,29.3,2,3,3
2,26,206,107,25.2,3,3,3
2,41,180,65,20.1,2,3,2
2,36,168,74,26.2,3,3,2
1,73,181,72,22.0,3,3,2
2,40,199,99,25.0,2,2,2
1,46,189,114,31.9,3,2,3
1,68,160,59,23.0,1,3,1
1,71,167,68,24.4,1,2,3
1,25,209,86,19.7,3,2,1
1,53,197,98,25.3,3,2,2
2,69,206,124,29.2,2,2,3
2,56,183,99,29.6,3,2,3
1,21,166,45,16.3,1,2,2
1,41,179,81,25.3,3,3,2
1,32,190,56,15.5,2,1,1
1,71,182,75,22.6,2,3,2
1,67,205,126,30.0,2,3,2
2,66,161,79,30.5,3,2,3
1,54,159,53,21.0,3,3,2
1,21,145,42,20.0,3,2,1
1,37,186,82,23.7,1,3,1
2,67,188,85,24.0,2,1,3
2,60,172,90,30.4,3,3,3
1,29,180,85,26.2,2,2,3
1,69,168,88,31.2,3,3,2
2,36,160,42,16.4,2,2,1
1,28,202,109,26.7,3,3,3
2,20,182,102,30.8,2,3,3
2,24,182,57,17.2,2,1,1
1,40,181,98,29.9,2,3,3
1,59,188,68,19.2,3,3,1
1,66,206,113,26.6,2,2,2
2,36,200,120,30.0,2,3,3
2,23,164,51,19.0,2,2,3
1,68,167,53,19.0,2,2,1
1,67,200,129,32.2,2,2,3
1,22,209,112,25.6,3,2,3
1,57,209,117,26.8,2,3,2
1,30,196,81,21.1,1,1,3
1,39,210,115,26.1,2,2,2
1,69,191,67,18.4,2,1,1
2,60,172,52,17.6,1,2,2
1,67,164,78,29.0,3,2,2
1,75,174,89,29.4,2,2,3
2,29,176,47,15.2,1,1,2
1,74,200,117,29.2,2,2,2
1,59,199,122,30.8,2,3,2
2,70,176,98,31.6,2,2,3
1,30,196,89,23.2,2,3,2
2,52,158,63,25.2,2,2,2
1,39,209,73,16.7,1,1,2
1,67,147,70,32.4,2,3,2
1,32,191,90,24.7,2,2,3
2,60,176,59,19.0,3,1,1
1,26,210,111,25.2,2,2,3
2,29,169,78,27.3,2,2,3
1,23,148,53,24.2,1,3,2
2,24,183,84,25.1,3,2,2
2,27,180,76,23.5,2,3,2
1,19,192,57,15.5,1,2,2
2,74,208,76,17.6,2,2,2
2,37,199,105,26.5,2,2,3
2,21,165,52,19.1,2,2,3
1,42,160,53,20.7,1,1,2
1,31,170,50,17.3,2,2,2
1,54,192,66,17.9,1,2,1
2,69,166,83,30.1,2,2,2
1,51,204,116,27.9,2,2,3
2,63,208,95,22.0,1,2,2
1,44,196,92,23.9,1,3,3
2,56,192,98,26.6,2,3,3
1,44,170,88,30.4,3,3,2
2,37,178,63,19.9,3,2,3
2,56,162,65,24.8,2,1,3
2,70,209,118,27.0,2,2,2
1,46,174,67,22.1,3,3,3
2,67,198,124,31.6,2,3,3
2,29,180,101,31.2,2,3,3
1,62,196,114,29.7,3,3,3
1,54,174,80,26.4,2,2,3
2,34,170,76,26.3,2,2,3
2,63,196,121,31.5,3,2,2
1,26,185,61,17.8,1,1,1
2,63,205,81,19.3,3,2,3
1,58,204,104,25.0,2,3,3
1,58,205,117,27.8,3,3,3
1,69,206,89,21.0,2,1,2
2,62,200,118,29.5,3,3,3
1,20,197,83,21.4,3,2,2
2,55,151,68,29.8,2,3,3
2,39,183,105,31.4,3,2,3
2,47,201,110,27.2,2,2,3
1,61,190,58,16.1,1,1,2
2,75,157,73,29.6,2,2,3
2,60,165,63,23.1,3,3,1
1,24,202,111,27.2,2,2,2
1,73,160,67,26.2,3,2,3
1,35,181,57,17.4,2,1,2
1,48,146,46,21.6,1,3,3
1,73,210,76,17.2,1,2,2
2,54,197,91,23.4,2,2,3
2,56,179,51,15.9,2,1,1
1,28,159,47,18.6,3,2,1
1,53,147,58,26.8,2,2,3
2,38,153,63,26.9,2,2,2
1,20,187,69,19.7,1,1,1
1,49,183,107,32.0,3,2,3
1,48,177,73,23.3,2,1,3
1,38,191,74,20.3,2,1,3
1,49,198,87,22.2,1,2,2
1,43,182,90,27.2,2,3,3
2,19,176,57,18.4,1,2,1
2,53,204,116,27.9,2,2,3
2,68,182,61,18.4,2,2,1
2,70,211,105,23.6,2,2,2
1,24,198,120,30.6,2,2,2
2,39,187,94,26.9,2,2,2
1,19,199,110,27.8,2,3,2
1,20,196,58,15.1,2,1,1
2,18,210,77,17.5,1,2,2
1,67,180,50,15.4,1,2,1
1,32,193,79,21.2,1,3,1
1,72,200,72,18.0,1,2,1
2,68,176,96,31.0,3,3,3
1,36,184,61,18.0,2,2,2
2,23,197,69,17.8,1,1,1
1,33,187,65,18.6,3,2,3
1,40,205,131,31.2,3,2,2
2,37,203,65,15.8,1,1,1
1,27,172,55,18.6,3,3,3
1,71,167,87,31.2,3,3,2
1,21,172,76,25.7,3,2,3
2,54,148,52,23.7,3,1,2
2,18,165,84,30.9,2,3,3
1,71,183,57,17.0,2,1,2
1,62,149,49,22.1,3,2,1
1,70,174,49,16.2,1,2,2
1,53,204,115,27.6,3,2,2
2,19,149,59,26.6,3,2,3
1,73,193,89,23.9,2,3,3
1,43,158,54,21.6,2,2,2
2,61,210,130,29.5,2,3,3
2,18,202,92,22.5,2,1,1
2,23,171,74,25.3,3,3,2
1,53,186,68,19.7,2,1,3
2,28,190,106,29.4,3,2,3
1,58,204,117,28.1,2,3,3
1,67,194,79,21.0,2,3,2
2,25,173,86,28.7,2,2,3
2,74,174,89,29.4,3,2,3
2,24,195,94,24.7,3,1,2
1,33,198,123,31.4,2,2,2
1,24,186,105,30.4,3,2,2
2,44,178,52,16.4,2,2,1
1,19,205,132,31.4,2,2,3
1,31,162,54,20.6,3,2,1
1,71,147,57,26.4,3,2,3
2,31,194,68,18.1,2,1,2
2,29,202,91,22.3,2,3,2
1,54,206,121,28.5,2,2,3
2,53,189,71,19.9,2,1,3
2,69,210,113,25.6,3,2,3
1,24,145,52,24.7,3,3,3
2,26,171,48,16.4,1,1,1
1,32,158,79,31.6,2,3,2
2,38,189,68,19.0,2,1,3
1,38,204,90,21.6,3,3,1
1,41,192,69,18.7,2,2,2
2,41,194,100,26.6,2,3,2
2,34,176,100,32.3,3,2,2
1,71,182,96,29.0,3,3,2
1,70,170,86,29.8,3,3,3
1,34,186,98,28.3,3,3,2
1,55,204,129,31.0,2,2,2
2,53,169,76,26.6,3,3,2
1,37,175,71,23.2,2,3,2
1,21,206,69,16.3,2,2,1
1,71,208,72,16.6,1,2,1
2,21,187,111,31.7,3,2,3
2,32,160,44,17.2,1,2,2
1,20,190,71,19.7,3,2,2
1,32,210,84,19.0,3,2,2
1,50,198,96,24.5,2,3,3
1,65,151,48,21.1,2,2,2
2,69,203,98,23.8,3,1,3
1,37,152,56,24.2,3,3,3
2,64,183,57,17.0,1,2,2
2,74,163,41,15.4,2,1,2
1,26,187,108,30.9,2,2,3
2,72,208,67,15.5,1,2,1
2,45,150,51,22.7,1,1,3
2,65,178,99,31.2,2,2,3
2,67,190,102,28.3,3,3,2
2,57,200,67,16.8,2,1,1
2,63,193,66,17.7,2,1,1
1,22,152,72,31.2,3,2,3
2,57,207,117,27.3,3,2,3
2,27,192,65,17.6,1,2,1
2,23,199,115,29.0,2,2,2
1,66,145,48,22.8,3,2,2
2,36,179,58,18.1,2,2,1
1,63,188,78,22.1,2,2,3
1,27,178,58,18.3,1,2,2
1,47,145,68,32.3,3,2,2
2,60,204,97,23.3,3,3,2
2,30,207,114,26.6,3,3,2
1,59,188,114,32.3,2,2,2
1,20,194,74,19.7,2,1,2
2,43,204,125,30.0,2,3,2
2,54,160,64,25.0,3,2,3
2,63,146,55,25.8,2,3,2
2,39,152,62,26.8,2,3,3
2,59,162,85,32.4,2,2,2
2,28,187,55,15.7,2,1,2
1,65,187,71,20.3,2,2,2
2,34,150,65,28.9,3,2,3
2,44,151,63,27.6,3,3,2
1,52,161,84,32.4,2,2,3
2,22,168,55,19.5,2,3,2
1,71,156,51,21.0,2,3,1
1,42,203,131,31.8,2,2,2
2,24,145,41,19.5,3,3,3
2,66,174,77,25.4,2,3,3
1,32,169,63,22.1,2,1,3
1,53,151,59,25.9,3,2,3
1,48,157,77,31.2,3,3,2
1,39,196,97,25.2,3,3,3
2,49,208,91,21.0,1,2,3
2,45,186,82,23.7,2,3,1
1,31,198,75,19.1,2,3,3
2,22,172,73,24.7,2,2,2
2,50,193,87,23.4,1,1,1
1,53,192,85,23.1,3,2,1
1,75,148,69,31.5,2,3,2
1,75,190,75,20.8,1,3,3
2,63,192,104,28.2,3,3,3
2,21,154,58,24.5,3,2,1
2,26,210,73,16.6,1,1,2
1,35,170,83,28.7,3,3,3
2,73,200,106,26.5,3,2,3
2,51,204,123,29.6,3,2,3
1,65,207,128,29.9,3,2,2
1,72,209,98,22.4,3,3,1
1,41,210,90,20.4,1,1,2
2,28,161,66,25.5,3,2,3
1,62,205,75,17.8,1,2,1
2,54,156,68,27.9,3,2,3
2,62,178,85,26.8,3,2,3
2,71,179,91,28.4,2,2,2
2,27,177,80,25.5,2,2,3
1,53,205,75,17.8,2,1,2
2,55,195,88,23.1,3,1,1
1,18,208,115,26.6,2,3,2
2,49,152,62,26.8,2,2,3
1,25,203,78,18.9,3,2,3
1,60,173,94,31.4,2,3,3
2,20,192,70,19.0,3,2,2
2,58,183,104,31.1,2,3,2
1,34,182,103,31.1,2,3,2
2,44,193,110,29.5,3,3,2
1,37,180,51,15.7,1,2,1
1,49,185,88,25.7,3,2,3
2,72,199,77,19.4,1,2,3
1,52,178,90,28.4,3,3,3
2,41,194,92,24.4,1,1,1
1,19,180,78,24.1,3,2,2
2,35,210,72,16.3,1,2,1
1,60,206,67,15.8,1,1,1
1,32,200,89,22.2,3,2,2
1,47,195,85,22.4,1,1,3
2,69,160,56,21.9,2,2,2
1,20,207,131,30.6,2,2,2
2,40,160,44,17.2,1,1,1
2,60,166,53,19.2,3,2,3
1,61,179,70,21.8,1,1,3
1,34,200,100,25.0,3,3,3
2,24,167,76,27.3,3,3,3
2,39,204,125,30.0,2,3,2
2,61,185,80,23.4,1,1,1
1,58,206,96,22.6,2,1,3
1,57,210,77,17.5,1,1,1
1,36,168,84,29.8,2,3,3
1,59,181,50,15.3,2,2,1
2,67,157,77,31.2,2,2,3
2,54,197,86,22.2,3,3,3
2,71,191,98,26.9,3,3,3
1,26,158,64,25.6,3,3,2
1,63,196,68,17.7,1,2,2
2,68,201,83,20.5,2,2,2
1,74,207,95,22.2,3,3,2
2,60,165,54,19.8,2,1,2
1,58,161,73,28.2,2,2,3
1,63,198,74,18.9,1,1,1
2,59,169,92,32.2,3,2,2
2,40,210,77,17.5,1,1,2
2,48,195,107,28.1,2,2,2
1,62,187,59,16.9,2,2,1
2,26,197,64,16.5,2,1,1
2,71,205,96,22.8,3,2,3
2,75,178,96,30.3,3,3,2
1,34,158,53,21.2,1,2,3
2,71,192,74,20.1,3,1,1
1,40,169,85,29.8,3,3,2
2,73,195,63,16.6,2,1,2
2,57,171,56,19.2,2,3,3
1,39,203,93,22.6,3,2,1
1,68,153,41,17.5,2,1,1
1,31,206,124,29.2,2,3,2
2,51,184,75,22.2,3,1,2
1,38,149,57,25.7,2,3,2
2,34,199,62,15.7,2,1,1
1,55,198,113,28.8,2,2,2
2,25,192,73,19.8,1,3,1
2,30,186,69,19.9,3,3,2
1,31,156,43,17.7,1,1,1
2,52,210,81,18.4,1,1,2
1,33,164,80,29.7,3,2,2
1,18,198,118,30.1,2,2,2
2,68,155,53,22.1,1,1,3
2,54,185,104,30.4,3,3,2
1,42,152,43,18.6,3,2,2
2,32,177,100,31.9,3,3,2
1,42,203,73,17.7,1,2,2
1,36,199,72,18.2,1,1,2
1,41,186,66,19.1,2,1,2
2,54,182,64,19.3,3,3,2
2,60,164,42,15.6,1,1,2
1,43,188,56,15.8,2,2,1
2,23,182,59,17.8,1,2,1
2,34,165,55,20.2,1,1,1
1,59,183,57,17.0,2,2,2
1,25,164,72,26.8,2,2,3
2,35,204,102,24.5,1,1,1
2,30,173,53,17.7,2,2,1
1,19,174,96,31.7,2,3,3
2,45,174,55,18.2,1,1,2
2,60,196,95,24.7,2,2,2
1,41,203,120,29.1,3,3,2
2,49,156,60,24.7,1,3,1
1,58,165,46,16.9,2,1,2
1,51,159,65,25.7,3,2,2
1,57,170,53,18.3,1,2,1
2,53,201,105,26.0,3,3,3
1,69,186,65,18.8,2,3,3
1,63,198,91,23.2,1,1,2
1,64,202,79,19.4,2,1,2
2,36,197,91,23.4,2,3,2
1,29,188,80,22.6,2,3,3
2,24,180,82,25.3,3,3,3
1,44,192,109,29.6,3,3,2
1,25,191,56,15.4,2,1,2
1,43,187,77,22.0,1,3,1
1,24,187,81,23.2,1,1,3
2,19,160,71,27.7,2,3,2
2,47,166,79,28.7,2,2,3
1,29,208,69,15.9,1,1,2
1,44,158,70,28.0,3,2,2
1,74,165,70,25.7,2,2,2
2,34,157,44,17.9,2,2,2
1,75,185,99,28.9,2,2,3
1,26,160,58,22.7,2,1,1
1,55,197,82,21.1,1,3,2
1,46,201,117,29.0,2,2,2
1,36,206,94,22.2,2,1,1
1,26,193,85,22.8,2,2,2
2,73,189,85,23.8,2,1,1
1,74,206,126,29.7,3,2,3
2,75,181,65,19.8,1,1,2
2,43,161,50,19.3,1,1,2
1,34,192,87,23.6,1,1,1
1,42,192,70,19.0,3,3,2
1,26,201,110,27.2,3,3,3
1,56,186,75,21.7,1,3,2
1,68,166,70,25.4,3,2,3
1,50,152,67,29.0,2,2,3
2,46,194,114,30.3,3,2,3
1,18,198,98,25.0,3,3,2
1,36,185,75,21.9,1,3,2
1,58,154,58,24.5,3,3,2
2,49,202,91,22.3,3,2,3
1,23,182,57,17.2,2,2,1
2,57,196,99,25.8,2,3,3
1,38,167,47,16.9,2,2,1
1,47,164,42,15.6,1,2,1
1,59,199,89,22.5,3,3,2
1,41,173,95,31.7,3,2,2
2,56,183,67,20.0,3,3,3
1,60,186,109,31.5,3,3,3
1,35,197,97,25.0,3,3,3
2,42,163,62,23.3,2,3,1
2,18,172,90,30.4,2,2,3
2,70,211,97,21.8,3,2,1
2,25,175,54,17.6,1,1,2
2,63,201,68,16.8,2,1,1
2,60,188,74,20.9,2,1,2
1,41,157,67,27.2,2,3,3
1,37,157,67,27.2,2,3,2
2,46,179,98,30.6,2,3,2
1,66,183,76,22.7,3,3,3
2,18,185,56,16.4,1,1,1
2,49,181,53,16.2,1,1,1
1,41,176,73,23.6,3,2,1
1,55,178,55,17.4,2,1,2
2,18,204,67,16.1,1,1,1
2,54,200,115,28.8,2,3,2
2,23,151,55,24.1,1,3,2
1,66,157,66,26.8,3,2,2
1,61,201,128,31.7,2,2,3
1,60,210,95,21.5,1,3,2
1,36,169,92,32.2,3,2,2
1,29,193,102,27.4,2,3,3
1,26,207,126,29.4,2,2,3
1,50,146,49,23.0,2,1,1
1,60,168,90,31.9,2,2,2
1,51,176,49,15.8,2,2,2
1,66,201,104,25.7,2,2,3
1,38,157,66,26.8,2,3,2
1,25,147,52,24.1,1,1,2
1,61,208,89,20.6,3,2,3
1,71,206,122,28.7,2,2,3
2,19,154,69,29.1,2,3,3
1,72,202,65,15.9,2,2,1
2,41,187,67,19.2,1,3,1
1,25,195,76,20.0,1,2,3
1,35,199,127,32.1,3,2,3
2,75,185,103,30.1,2,3,2
1,49,176,74,23.9,1,3,2
2,22,185,71,20.7,3,3,3
1,32,177,71,22.7,1,1,2
1,40,149,68,30.6,3,3,2
2,64,181,61,18.6,1,1,2
2,40,164,49,18.2,2,2,2
2,73,174,74,24.4,1,1,1
2,36,186,69,19.9,3,3,1
2,46,208,87,20.1,3,3,1
1,38,193,81,21.7,1,3,1
2,68,192,105,28.5,2,2,3
1,35,162,85,32.4,2,3,3
1,42,209,121,27.7,3,2,3
2,25,211,96,21.6,2,2,1
1,18,177,53,16.9,1,1,2
1,66,172,56,18.9,3,2,3
1,45,211,73,16.4,1,1,2
1,73,205,73,17.4,1,2,2
1,51,184,59,17.4,1,1,2
1,70,166,65,23.6,2,2,2
1,60,192,104,28.2,3,3,3
1,35,147,69,31.9,2,3,2
1,35,161,67,25.8,3,3,2
1,72,165,62,22.8,3,1,2
1,34,198,65,16.6,1,2,1
1,22,195,94,24.7,3,1,3
1,28,176,100,32.3,3,2,2
1,51,205,87,20.7,2,3,2
1,65,164,50,18.6,1,1,2
1,25,157,55,22.3,2,3,1
2,54,152,56,24.2,3,3,2
1,44,194,113,30.0,2,3,3
1,42,184,76,22.4,1,1,2
2,29,153,48,20.5,1,1,1
2,60,185,76,22.2,1,2,1
1,22,211,68,15.3,2,2,2
1,59,206,67,15.8,1,2,2
2,62,205,109,25.9,3,3,3
2,28,198,113,28.8,3,3,2
2,52,204,75,18.0,2,1,2
1,57,165,85,31.2,3,3,2
1,48,162,71,27.1,2,2,3
1,67,202,100,24.5,3,2,1
2,34,187,103,29.5,3,2,3
2,21,175,94,30.7,3,3,2
2,66,163,72,27.1,3,2,3
2,56,152,57,24.7,3,1,1
1,28,205,122,29.0,3,2,3
2,47,211,122,27.4,3,3,2
2,24,172,82,27.7,2,2,3
2,32,192,81,22.0,1,1,1
2,42,180,77,23.8,3,3,1
2,33,167,90,32.3,3,3,2
1,75,190,84,23.3,3,1,3
2,40,156,71,29.2,2,2,2
1,29,197,113,29.1,3,3,2
2,35,207,123,28.7,3,3,2
2,33,198,119,30.4,2,3,2
1,27,181,83,25.3,3,3,2
1,73,207,79,18.4,1,2,2
2,65,205,66,15.7,1,1,1
2,74,154,66,27.8,3,2,2
2,36,188,87,24.6,3,1,3
1,20,192,98,26.6,2,2,2
1,46,210,106,24.0,1,1,2
2,53,203,95,23.1,1,1,3
2,57,183,60,17.9,2,1,1
1,19,185,108,31.6,2,3,3
1,43,203,130,31.5,3,3,2
2,64,206,127,29.9,3,2,3
2,42,188,106,30.0,2,3,3
2,40,207,129,30.1,2,3,3
2,69,208,116,26.8,2,3,3
1,20,162,79,30.1,2,2,3
2,66,181,84,25.6,3,2,2
2,37,148,54,24.7,3,3,1
2,73,172,48,16.2,1,1,2
2,40,172,57,19.3,3,2,2
2,39,205,101,24.0,3,2,3
1,41,146,42,19.7,3,1,3
2,18,196,85,22.1,3,2,2
2,32,149,68,30.6,2,3,2
1,49,186,104,30.1,3,2,2
2,37,179,70,21.8,3,3,3
2,67,189,61,17.1,2,1,1
2,50,193,105,28.2,2,3,3
1,65,205,119,28.3,3,3,3
2,36,157,58,23.5,1,1,2
1,45,201,108,26.7,3,3,2
1,51,199,72,18.2,2,1,2
2,51,162,50,19.1,1,3,3
2,34,148,58,26.5,2,3,3
2,63,197,59,15.2,1,2,2
1,25,191,106,29.1,2,3,3
1,74,184,59,17.4,2,1,1
1,70,193,117,31.4,3,2,3
1,21,208,124,28.7,2,3,3
1,44,194,58,15.4,1,1,2
1,32,176,75,24.2,2,1,2
2,63,152,55,23.8,3,3,1
2,24,183,90,26.9,3,2,3
1,64,165,46,16.9,1,2,2
2,56,187,74,21.2,3,1,1
2,46,198,64,16.3,2,1,2
1,44,163,55,20.7,3,1,3
1,62,163,71,26.7,2,3,3
1,64,168,81,28.7,2,2,3
1,59,208,67,15.5,2,1,2
1,52,190,116,32.1,2,3,3
2,23,155,44,18.3,2,2,2
2,18,205,68,16.2,2,2,1
1,29,176,82,26.5,3,2,3
2,18,204,117,28.1,3,3,3
2,45,184,103,30.4,3,3,3
2,68,208,76,17.6,2,2,1
2,34,168,74,26.2,3,3,3
